     ____
    / _  |   Frida 17.14.0 - A world-class dynamic instrumentation toolkit
   | (_| |
    > _  |   Commands:
   /_/ |_|       help      -> Displays the help system
   . . . .       object?   -> Display information about 'object'
   . . . .       exit/quit -> Exit
   . . . .
   . . . .   More info at https://frida.re/docs/home/
   . . . .
   . . . .   Connected to SM G930S (id=ce05160592d7b31902)
Attaching...
message:[SM G930S::PID::14416 ]->  {'type': 'send', 'payload': {'t': 'info', 'msg': 'SM3 capture installed base=0x6f66801000'}} data: None
message: {'type': 'send', 'payload': {'t': 'obs', 'ts_wall': 1787430785400, 'slot16': '9fe1628934ce313cd0f7b428dea75eb6', 'query': 'device_platform=android&os=android&ssmix=a&_rticket=1787430785349&channel=googleplay&aid=1233&app_name=musical_ly&version_code=450504&version_name=45.5.4&manifest_version_code=2024505040&update_version_code=2024505040&ab_version=45.5.4&resolution=1440*2392&dpi=560&device_type=SM-G930S&device_brand=samsung&language=vi&os_api=34&os_version=14&ac=wifi&is_pad=0&current_region=VN&app_type=normal&sys_region=VN&last_install_time=1784932465&timezone_name=Asia%2FHo_Chi_Minh&residence=VN&app_language=vi&timezone_offset=25200&host_abi=arm64-v8a&locale=vi-VN&ac2=wifi5g&uoo=0&op_region=VN&build_number=45.5.4&region=VN&ts=1787430784&iid=7666226548189447956&device_id=7666223875861513749&webcast_sdk_version=4460&webcast_language=vi-VN&webcast_locale=vi_VN&effect_sdk_version=21.5.0&current_network_quality_info=%7B%22tcp_rtt%22%3A39%2C%22quic_rtt%22%3A39%2C%22http_rtt%22%3A71%2C%22downstream_throughput_kbps%22%3A1600%2C%22quic_send_loss_rate%22%3A-1%2C%22quic_receive_loss_rate%22%3A-1%2C%22net_effective_connection_type%22%3A7%2C%22video_download_speed%22%3A5644%7D'}} data: None
message: {'type': 'send', 'payload': {'t': 'obs', 'ts_wall': 1787430805140, 'slot16': '7967d17ac1f4e52bd3cd484284a94cd0', 'query': 'device_platform=android&os=android&ssmix=a&_rticket=1787430805080&channel=googleplay&aid=1233&app_name=musical_ly&version_code=450504&version_name=45.5.4&manifest_version_code=2024505040&update_version_code=2024505040&ab_version=45.5.4&resolution=1440*2392&dpi=560&device_type=SM-G930S&device_brand=samsung&language=vi&os_api=34&os_version=14&ac=wifi&is_pad=0&current_region=VN&app_type=normal&sys_region=VN&last_install_time=1784932465&timezone_name=Asia%2FHo_Chi_Minh&residence=VN&app_language=vi&timezone_offset=25200&host_abi=arm64-v8a&locale=vi-VN&ac2=wifi5g&uoo=0&op_region=VN&build_number=45.5.4&region=VN&ts=1787430805&iid=7666226548189447956&device_id=7666223875861513749&webcast_sdk_version=4460&webcast_language=vi-VN&webcast_locale=vi_VN&effect_sdk_version=21.5.0&current_network_quality_info=%7B%22tcp_rtt%22%3A38%2C%22quic_rtt%22%3A38%2C%22http_rtt%22%3A71%2C%22downstream_throughput_kbps%22%3A1600%2C%22quic_send_loss_rate%22%3A-1%2C%22quic_receive_loss_rate%22%3A-1%2C%22net_effective_connection_type%22%3A7%2C%22video_download_speed%22%3A5644%7D'}} data: None
message: {'type': 'send', 'payload': {'t': 'obs', 'ts_wall': 1787430810161, 'slot16': '99914b932bd37a50b983c5e7c90ae93b', 'query': 'sdk_version=400&_rticket=1787430779586&manifest_version_code=2024505040&current_region=VN&app_language=vi&app_type=normal&iid=7666226548189447956&channel=googleplay&device_type=SM-G930S&language=vi&host_abi=arm64-v8a&locale=vi-VN&resolution=1440*2392&update_version_code=2024505040&is_pad=0&ac2=wifi5g&sys_region=VN&os_api=34&uoo=0&last_install_time=1784932465&timezone_name=Asia%2FHo_Chi_Minh&dpi=560&residence=VN&app_id=1233&ac=wifi&os=Android&device_id=7666223875861513749&os_version=14&timezone_offset=25200&version_code=450504&app_name=musical_ly&ab_version=45.5.4&version_name=45.5.4&device_brand=samsung&op_region=VN&ssmix=a&device_platform=android&build_number=45.5.4&region=VN&aid=1233&ts=1787430779'}} data: None
message: {'type': 'send', 'payload': {'t': 'obs', 'ts_wall': 1787430817632, 'slot16': '00000000000000000000000000000000', 'query': 'device_platform=android&os=android&ssmix=a&_rticket=1787430817492&channel=googleplay&aid=1233&app_name=musical_ly&version_code=450504&version_name=45.5.4&manifest_version_code=2024505040&update_version_code=2024505040&ab_version=45.5.4&resolution=1440*2392&dpi=560&device_type=SM-G930S&device_brand=samsung&language=vi&os_api=34&os_version=14&ac=wifi&is_pad=0&current_region=VN&app_type=normal&sys_region=VN&last_install_time=1784932465&timezone_name=Asia%2FHo_Chi_Minh&residence=VN&app_language=vi&timezone_offset=25200&host_abi=arm64-v8a&locale=vi-VN&ac2=wifi5g&uoo=0&op_region=VN&build_number=45.5.4&region=VN&ts=1787430817&iid=7666226548189447956&device_id=7666223875861513749'}} data: None
message: {'type': 'send', 'payload': {'t': 'obs', 'ts_wall': 1787430817670, 'slot16': '00000000000000000000000000000000', 'query': 'aigc_version=0&device_platform=android&os=android&ssmix=a&_rticket=1787430817529&channel=googleplay&aid=1233&app_name=musical_ly&version_code=450504&version_name=45.5.4&manifest_version_code=2024505040&update_version_code=2024505040&ab_version=45.5.4&resolution=1440*2392&dpi=560&device_type=SM-G930S&device_brand=samsung&language=vi&os_api=34&os_version=14&ac=wifi&is_pad=0&current_region=VN&app_type=normal&sys_region=VN&last_install_time=1784932465&timezone_name=Asia%2FHo_Chi_Minh&residence=VN&app_language=vi&timezone_offset=25200&host_abi=arm64-v8a&locale=vi-VN&ac2=wifi5g&uoo=0&op_region=VN&build_number=45.5.4&region=VN&ts=1787430817&iid=7666226548189447956&device_id=7666223875861513749'}} data: None
message: {'type': 'send', 'payload': {'t': 'obs', 'ts_wall': 1787430817687, 'slot16': '00000000000000000000000000000000', 'query': 'device_platform=android&os=android&ssmix=a&_rticket=1787430817569&channel=googleplay&aid=1233&app_name=musical_ly&version_code=450504&version_name=45.5.4&manifest_version_code=2024505040&update_version_code=2024505040&ab_version=45.5.4&resolution=1440*2392&dpi=560&device_type=SM-G930S&device_brand=samsung&language=vi&os_api=34&os_version=14&ac=wifi&is_pad=0&current_region=VN&app_type=normal&sys_region=VN&last_install_time=1784932465&timezone_name=Asia%2FHo_Chi_Minh&residence=VN&app_language=vi&timezone_offset=25200&host_abi=arm64-v8a&locale=vi-VN&ac2=wifi5g&uoo=0&op_region=VN&build_number=45.5.4&region=VN&ts=1787430817&iid=7666226548189447956&device_id=7666223875861513749'}} data: None
message: {'type': 'send', 'payload': {'t': 'obs', 'ts_wall': 1787430817713, 'slot16': '00000000000000000000000000000000', 'query': 'features=32&conversation_id=T_7548805506769470465_1&switch_status=&nimble_version=1.0.5&nimble_tcc_key=tako_cell_bubble&full_nimble_version=1.0.4&device_platform=android&os=android&ssmix=a&_rticket=1787430817575&channel=googleplay&aid=1233&app_name=musical_ly&version_code=450504&version_name=45.5.4&manifest_version_code=2024505040&update_version_code=2024505040&ab_version=45.5.4&resolution=1440*2392&dpi=560&device_type=SM-G930S&device_brand=samsung&language=vi&os_api=34&os_version=14&ac=wifi&is_pad=0&current_region=VN&app_type=normal&sys_region=VN&last_install_time=1784932465&timezone_name=Asia%2FHo_Chi_Minh&residence=VN&app_language=vi&timezone_offset=25200&host_abi=arm64-v8a&locale=vi-VN&ac2=wifi5g&uoo=0&op_region=VN&build_number=45.5.4&region=VN&ts=1787430817&iid=7666226548189447956&device_id=7666223875861513749'}} data: None
message: {'type': 'send', 'payload': {'t': 'obs', 'ts_wall': 1787430817741, 'slot16': '00000000000000000000000000000000', 'query': 'conversation_id=T_7548805506769470465_1&sub_conv_id=welcome_conv_7548805506769470465&count=11&cursor=-1&sort=2&device_platform=android&os=android&ssmix=a&_rticket=1787430817596&channel=googleplay&aid=1233&app_name=musical_ly&version_code=450504&version_name=45.5.4&manifest_version_code=2024505040&update_version_code=2024505040&ab_version=45.5.4&resolution=1440*2392&dpi=560&device_type=SM-G930S&device_brand=samsung&language=vi&os_api=34&os_version=14&ac=wifi&is_pad=0&current_region=VN&app_type=normal&sys_region=VN&last_install_time=1784932465&timezone_name=Asia%2FHo_Chi_Minh&residence=VN&app_language=vi&timezone_offset=25200&host_abi=arm64-v8a&locale=vi-VN&ac2=wifi5g&uoo=0&op_region=VN&build_number=45.5.4&region=VN&ts=1787430817&iid=7666226548189447956&device_id=7666223875861513749'}} data: None
message: {'type': 'send', 'payload': {'t': 'obs', 'ts_wall': 1787430818363, 'slot16': '00000000000000000000000000000000', 'query': 'aigc_version=0&device_platform=android&os=android&ssmix=a&_rticket=1787430818316&channel=googleplay&aid=1233&app_name=musical_ly&version_code=450504&version_name=45.5.4&manifest_version_code=2024505040&update_version_code=2024505040&ab_version=45.5.4&resolution=1440*2392&dpi=560&device_type=SM-G930S&device_brand=samsung&language=vi&os_api=34&os_version=14&ac=wifi&is_pad=0&current_region=VN&app_type=normal&sys_region=VN&last_install_time=1784932465&timezone_name=Asia%2FHo_Chi_Minh&residence=VN&app_language=vi&timezone_offset=25200&host_abi=arm64-v8a&locale=vi-VN&ac2=wifi5g&uoo=0&op_region=VN&build_number=45.5.4&region=VN&ts=1787430818&iid=7666226548189447956&device_id=7666223875861513749'}} data: None
message: {'type': 'send', 'payload': {'t': 'obs', 'ts_wall': 1787430830293, 'slot16': '00000000000000000000000000000000', 'query': 'date=20687&scene=1&device_platform=android&os=android&ssmix=a&_rticket=1787430830241&channel=googleplay&aid=1233&app_name=musical_ly&version_code=450504&version_name=45.5.4&manifest_version_code=2024505040&update_version_code=2024505040&ab_version=45.5.4&resolution=1440*2392&dpi=560&device_type=SM-G930S&device_brand=samsung&language=vi&os_api=34&os_version=14&ac=wifi&is_pad=0&current_region=VN&app_type=normal&sys_region=VN&last_install_time=1784932465&timezone_name=Asia%2FHo_Chi_Minh&residence=VN&app_language=vi&timezone_offset=25200&host_abi=arm64-v8a&locale=vi-VN&ac2=wifi5g&uoo=0&op_region=VN&build_number=45.5.4&region=VN&ts=1787430830&iid=7666226548189447956&device_id=7666223875861513749'}} data: None
message: {'type': 'send', 'payload': {'t': 'obs', 'ts_wall': 1787430830333, 'slot16': '00000000000000000000000000000000', 'query': 'device_platform=android&os=android&ssmix=a&_rticket=1787430830244&channel=googleplay&aid=1233&app_name=musical_ly&version_code=450504&version_name=45.5.4&manifest_version_code=2024505040&update_version_code=2024505040&ab_version=45.5.4&resolution=1440*2392&dpi=560&device_type=SM-G930S&device_brand=samsung&language=vi&os_api=34&os_version=14&ac=wifi&is_pad=0&current_region=VN&app_type=normal&sys_region=VN&last_install_time=1784932465&timezone_name=Asia%2FHo_Chi_Minh&residence=VN&app_language=vi&timezone_offset=25200&host_abi=arm64-v8a&locale=vi-VN&ac2=wifi5g&uoo=0&op_region=VN&build_number=45.5.4&region=VN&ts=1787430830&iid=7666226548189447956&device_id=7666223875861513749'}} data: None
