     ____
    / _  |   Frida 17.14.0 - A world-class dynamic instrumentation toolkit
   | (_| |
    > _  |   Commands:
   /_/ |_|       help      -> Displays the help system
   . . . .       object?   -> Display information about 'object'
   . . . .       exit/quit -> Exit
   . . . .
   . . . .   More info at https://frida.re/docs/home/
   . . . .
   . . . .   Connected to SM G930S (id=ce05160592d7b31902)
Attaching...
message:[SM G930S::PID::28825 ]->  {'type': 'send', 'payload': {'t': 'info', 'msg': 'SM3 capture installed base=0x6f53801000'}} data: None
message: {'type': 'send', 'payload': {'t': 'obs', 'ts_wall': 1787433464529, 'slot16': '00000000000000000000000000000000', 'query': 'last_settings_version=%7B%22version_code%22%3A%2245.5.4%22%7D&device_platform=android&os=android&ssmix=a&_rticket=1787433464259&channel=googleplay&aid=1233&app_name=musical_ly&version_code=450504&version_name=45.5.4&manifest_version_code=2024505040&update_version_code=2024505040&ab_version=45.5.4&resolution=1440*2392&dpi=560&device_type=SM-G930S&device_brand=samsung&language=vi&os_api=34&os_version=14&ac=wifi&is_pad=0&current_region=VN&app_type=normal&sys_region=VN&last_install_time=1784932465&timezone_name=Asia%2FHo_Chi_Minh&residence=VN&app_language=vi&timezone_offset=25200&host_abi=arm64-v8a&locale=vi-VN&ac2=wifi5g&uoo=0&op_region=VN&build_number=45.5.4&region=VN&ts=1787433464&iid=7666226548189447956&device_id=7666223875861513749'}} data: None
message: {'type': 'send', 'payload': {'t': 'obs', 'ts_wall': 1787433465072, 'slot16': '044d76fc2d9eb7007902d9445dda34bb', 'query': 'device_platform=android&os=android&ssmix=a&_rticket=1787433464905&channel=googleplay&aid=1233&app_name=musical_ly&version_code=450504&version_name=45.5.4&manifest_version_code=2024505040&update_version_code=2024505040&ab_version=45.5.4&resolution=1440*2392&dpi=560&device_type=SM-G930S&device_brand=samsung&language=vi&os_api=34&os_version=14&ac=wifi&is_pad=0&current_region=VN&app_type=normal&sys_region=VN&last_install_time=1784932465&timezone_name=Asia%2FHo_Chi_Minh&residence=VN&app_language=vi&timezone_offset=25200&host_abi=arm64-v8a&locale=vi-VN&ac2=wifi5g&uoo=0&op_region=VN&build_number=45.5.4&region=VN&ts=1787433464&iid=7666226548189447956&device_id=7666223875861513749'}} data: None
message: {'type': 'send', 'payload': {'t': 'obs', 'ts_wall': 1787433466362, 'slot16': '00000000000000000000000000000000', 'query': 'scene=10&count=30&page_token=&rec_impr_users=&platforms=%5B%5D&sec_target_user_id=MS4wLjABAAAAo-FzdR2PEnT4dQOizcgv1kZGJv_WV1yj9rdySunlDdoR626N7Def_t-tEbUcYPU7&new_maf_count=0&is_non_personalized=false&device_platform=android&os=android&ssmix=a&_rticket=1787433466210&channel=googleplay&aid=1233&app_name=musical_ly&version_code=450504&version_name=45.5.4&manifest_version_code=2024505040&update_version_code=2024505040&ab_version=45.5.4&resolution=1440*2392&dpi=560&device_type=SM-G930S&device_brand=samsung&language=vi&os_api=34&os_version=14&ac=wifi&is_pad=0&current_region=VN&app_type=normal&sys_region=VN&last_install_time=1784932465&timezone_name=Asia%2FHo_Chi_Minh&residence=VN&app_language=vi&timezone_offset=25200&host_abi=arm64-v8a&locale=vi-VN&ac2=wifi5g&uoo=0&op_region=VN&build_number=45.5.4&region=VN&ts=1787433465&iid=7666226548189447956&device_id=7666223875861513749'}} data: None
message: {'type': 'send', 'payload': {'t': 'obs', 'ts_wall': 1787433520862, 'slot16': '0368525bbc8948577a33284cac9c660d', 'query': 'device_platform=android&os=android&ssmix=a&_rticket=1787433520628&channel=googleplay&aid=1233&app_name=musical_ly&version_code=450504&version_name=45.5.4&manifest_version_code=2024505040&update_version_code=2024505040&ab_version=45.5.4&resolution=1440*2392&dpi=560&device_type=SM-G930S&device_brand=samsung&language=vi&os_api=34&os_version=14&ac=wifi&is_pad=0&current_region=VN&app_type=normal&sys_region=VN&last_install_time=1784932465&timezone_name=Asia%2FHo_Chi_Minh&residence=VN&app_language=vi&timezone_offset=25200&host_abi=arm64-v8a&locale=vi-VN&ac2=wifi5g&uoo=0&op_region=VN&build_number=45.5.4&region=VN&ts=1787433520&iid=7666226548189447956&device_id=7666223875861513749'}} data: None
message: {'type': 'send', 'payload': {'t': 'obs', 'ts_wall': 1787433790869, 'slot16': '0368525bbc8948577a33284cac9c660d', 'query': 'device_platform=android&os=android&ssmix=a&_rticket=1787433790633&channel=googleplay&aid=1233&app_name=musical_ly&version_code=450504&version_name=45.5.4&manifest_version_code=2024505040&update_version_code=2024505040&ab_version=45.5.4&resolution=1440*2392&dpi=560&device_type=SM-G930S&device_brand=samsung&language=vi&os_api=34&os_version=14&ac=wifi&is_pad=0&current_region=VN&app_type=normal&sys_region=VN&last_install_time=1784932465&timezone_name=Asia%2FHo_Chi_Minh&residence=VN&app_language=vi&timezone_offset=25200&host_abi=arm64-v8a&locale=vi-VN&ac2=wifi5g&uoo=0&op_region=VN&build_number=45.5.4&region=VN&ts=1787433790&iid=7666226548189447956&device_id=7666223875861513749'}} data: None
message: {'type': 'send', 'payload': {'t': 'obs', 'ts_wall': 1787433871325, 'slot16': '8450a1a32a4277533489d64981c8fab9', 'query': 'device_platform=android&os=android&ssmix=a&_rticket=1787433871117&channel=googleplay&aid=1233&app_name=musical_ly&version_code=450504&version_name=45.5.4&manifest_version_code=2024505040&update_version_code=2024505040&ab_version=45.5.4&resolution=1440*2392&dpi=560&device_type=SM-G930S&device_brand=samsung&language=vi&os_api=34&os_version=14&ac=wifi&is_pad=0&current_region=VN&app_type=normal&sys_region=VN&last_install_time=1784932465&timezone_name=Asia%2FHo_Chi_Minh&residence=VN&app_language=vi&timezone_offset=25200&host_abi=arm64-v8a&locale=vi-VN&ac2=wifi5g&uoo=0&op_region=VN&build_number=45.5.4&region=VN&ts=1787433871&iid=7666226548189447956&device_id=7666223875861513749'}} data: None
message: {'type': 'send', 'payload': {'t': 'obs', 'ts_wall': 1787433879688, 'slot16': '00000000000000000000000000000000', 'query': 'scene=polling&first_beat=false&multi_login=1&account_sdk_source=app&passport-sdk-version=1&device_platform=android&device_platform=android&os=android&os=android&ssmix=a&ssmix=a&_rticket=1787433879406&_rticket=1787433879589&cdid=92d0af7a-164f-4e3a-bde0-5fe09c44c7fe&cdid=92d0af7a-164f-4e3a-bde0-5fe09c44c7fe&channel=googleplay&channel=googleplay&aid=1233&aid=1233&app_name=musical_ly&app_name=musical_ly&version_code=450504&version_code=450504&version_name=45.5.4&version_name=45.5.4&manifest_version_code=2024505040&manifest_version_code=2024505040&update_version_code=2024505040&update_version_code=2024505040&ab_version=45.5.4&ab_version=45.5.4&resolution=1440*2392&resolution=1440*2392&dpi=560&dpi=560&device_type=SM-G930S&device_type=SM-G930S&device_brand=samsung&device_brand=samsung&language=vi&language=vi&os_api=34&os_api=34&os_version=14&os_version=14&ac=wifi&ac=wifi&is_pad=0&is_pad=0&current_region=VN&current_region=VN&app_type=normal&app_type=normal&app_type=normal&sys_region=VN&sys_region=VN&last_install_time=1784932465&last_install_time=1784932465&timezone_name=Asia%2FHo_Chi_Minh&timezone_name=Asia%2FHo_Chi_Minh&residence=VN&residence=VN&app_language=vi&app_language=vi&timezone_offset=25200&timezone_offset=25200&host_abi=arm64-v8a&host_abi=arm64-v8a&locale=vi-VN&locale=vi-VN&ac2=wifi5g&ac2=wifi5g&uoo=0&uoo=0&op_region=VN&op_region=VN&build_number=45.5.4&build_number=45.5.4&region=VN&region=VN&ts=1787433878&ts=1787433879&ts=1787433879&iid=7666226548189447956&iid=7666226548189447956&device_id=7666223875861513749&device_id=7666223875861513749&openudid=7c627dab0ad9f561&openudid=7c627dab0ad9f561&support_webview=1&cronet_version=c56a375e_2026-05-19&ttnet_version=4.2.243.55-tiktok&use_store_region_cookie=1'}} data: None
message: {'type': 'send', 'payload': {'t': 'obs', 'ts_wall': 1787433883530, 'slot16': '00000000000000000000000000000000', 'query': 'device_migrate_time=0&get_info_type=1&scene=region_polling&multi_login=1&account_sdk_source=app&passport-sdk-version=1&device_platform=android&os=android&ssmix=a&_rticket=1787433883243&channel=googleplay&aid=1233&app_name=musical_ly&version_code=450504&version_name=45.5.4&manifest_version_code=2024505040&update_version_code=2024505040&ab_version=45.5.4&resolution=1440*2392&dpi=560&device_type=SM-G930S&device_brand=samsung&language=vi&os_api=34&os_version=14&ac=wifi&is_pad=0&current_region=VN&app_type=normal&sys_region=VN&last_install_time=1784932465&timezone_name=Asia%2FHo_Chi_Minh&residence=VN&app_language=vi&timezone_offset=25200&host_abi=arm64-v8a&locale=vi-VN&ac2=wifi5g&uoo=0&op_region=VN&build_number=45.5.4&region=VN&ts=1787433882&iid=7666226548189447956&device_id=7666223875861513749&support_webview=1&cloud_platform_id=1&cloud_platform_user_id=aea8c4da-2adb-415a-acda-a3edf7544957&cronet_version=c56a375e_2026-05-19&ttnet_version=4.2.243.55-tiktok&use_store_region_cookie=1'}} data: None
message: {'type': 'send', 'payload': {'t': 'obs', 'ts_wall': 1787434060857, 'slot16': '0368525bbc8948577a33284cac9c660d', 'query': 'device_platform=android&os=android&ssmix=a&_rticket=1787434060634&channel=googleplay&aid=1233&app_name=musical_ly&version_code=450504&version_name=45.5.4&manifest_version_code=2024505040&update_version_code=2024505040&ab_version=45.5.4&resolution=1440*2392&dpi=560&device_type=SM-G930S&device_brand=samsung&language=vi&os_api=34&os_version=14&ac=wifi&is_pad=0&current_region=VN&app_type=normal&sys_region=VN&last_install_time=1784932465&timezone_name=Asia%2FHo_Chi_Minh&residence=VN&app_language=vi&timezone_offset=25200&host_abi=arm64-v8a&locale=vi-VN&ac2=wifi5g&uoo=0&op_region=VN&build_number=45.5.4&region=VN&ts=1787434060&iid=7666226548189447956&device_id=7666223875861513749'}} data: None
message: {'type': 'send', 'payload': {'t': 'obs', 'ts_wall': 1787434330875, 'slot16': '0368525bbc8948577a33284cac9c660d', 'query': 'device_platform=android&os=android&ssmix=a&_rticket=1787434330640&channel=googleplay&aid=1233&app_name=musical_ly&version_code=450504&version_name=45.5.4&manifest_version_code=2024505040&update_version_code=2024505040&ab_version=45.5.4&resolution=1440*2392&dpi=560&device_type=SM-G930S&device_brand=samsung&language=vi&os_api=34&os_version=14&ac=wifi&is_pad=0&current_region=VN&app_type=normal&sys_region=VN&last_install_time=1784932465&timezone_name=Asia%2FHo_Chi_Minh&residence=VN&app_language=vi&timezone_offset=25200&host_abi=arm64-v8a&locale=vi-VN&ac2=wifi5g&uoo=0&op_region=VN&build_number=45.5.4&region=VN&ts=1787434330&iid=7666226548189447956&device_id=7666223875861513749'}} data: None
message: {'type': 'send', 'payload': {'t': 'obs', 'ts_wall': 1787434471325, 'slot16': '1f150cf91c733491f057733c999241e3', 'query': 'device_platform=android&os=android&ssmix=a&_rticket=1787434471117&channel=googleplay&aid=1233&app_name=musical_ly&version_code=450504&version_name=45.5.4&manifest_version_code=2024505040&update_version_code=2024505040&ab_version=45.5.4&resolution=1440*2392&dpi=560&device_type=SM-G930S&device_brand=samsung&language=vi&os_api=34&os_version=14&ac=wifi&is_pad=0&current_region=VN&app_type=normal&sys_region=VN&last_install_time=1784932465&timezone_name=Asia%2FHo_Chi_Minh&residence=VN&app_language=vi&timezone_offset=25200&host_abi=arm64-v8a&locale=vi-VN&ac2=wifi5g&uoo=0&op_region=VN&build_number=45.5.4&region=VN&ts=1787434471&iid=7666226548189447956&device_id=7666223875861513749'}} data: None
