     ____
    / _  |   Frida 17.14.0 - A world-class dynamic instrumentation toolkit
   | (_| |
    > _  |   Commands:
   /_/ |_|       help      -> Displays the help system
   . . . .       object?   -> Display information about 'object'
   . . . .       exit/quit -> Exit
   . . . .
   . . . .   More info at https://frida.re/docs/home/
   . . . .
   . . . .   Connected to SM G930S (id=ce05160592d7b31902)
Spawning `com.zhiliaoapp.musically`...
Spawned `com.zhiliaoapp.musically`. Resuming main thread!
[SM G930S::com.zhiliaoapp.musically ]-> message: {'type': 'send', 'payload': {'t': 'info', 'msg': 'SM3 capture installed base=0x6f5a200000'}} data: None
message: {'type': 'send', 'payload': {'t': 'obs', 'ts_wall': 1787432534704, 'slot16': '746e635f7372633d312664656c61793d', 'query': 'aid=1233&device_id=7666223875861513749&device_platform=android&version_code=2024505040&channel=googleplay&region=vn&sys_region=vn&update_version_code=2024505040&user_id=7548805506769470465&ac=wifi&device_type=SM-G930S&app_name=musical_ly&os_version=14&os_api=34&device_brand=samsung&version_name=45.5.4&manifest_version_code=2024505040&abi=arm64-v8a&cronet_version=c56a375e_2026-05-19&ttnet_version=4.2.243.55-tiktok&use_store_region_cookie=1&'}} data: None
message: {'type': 'send', 'payload': {'t': 'obs', 'ts_wall': 1787432534811, 'slot16': '746e635f7372633d312664656c61793d', 'query': 'aid=1233&device_id=7666223875861513749&device_platform=android&version_code=2024505040&channel=googleplay&region=vn&sys_region=vn&update_version_code=2024505040&user_id=7548805506769470465&ac=wifi&device_type=SM-G930S&app_name=musical_ly&os_version=14&os_api=34&device_brand=samsung&version_name=45.5.4&manifest_version_code=2024505040&abi=arm64-v8a&cronet_version=c56a375e_2026-05-19&ttnet_version=4.2.243.55-tiktok&use_store_region_cookie=1&'}} data: None
message: {'type': 'send', 'payload': {'t': 'obs', 'ts_wall': 1787432535456, 'slot16': '5f75675f73686f707461625f6e65773d', 'query': 'device_platform=android&os=android&ssmix=a&_rticket=1787432532698&cdid=8f7501bc-7009-47ec-90b8-2b49633a46ab&channel=googleplay&aid=1233&app_name=musical_ly&version_code=450504&version_name=45.5.4&manifest_version_code=2024505040&update_version_code=2024505040&ab_version=45.5.4&resolution=1440*2392&dpi=560&device_type=SM-G930S&device_brand=samsung&language=vi&os_api=34&os_version=14&ac=wifi&is_pad=0&current_region=VN&app_type=normal&sys_region=VN&last_install_time=1784932465&timezone_name=Asia%2FHo_Chi_Minh&residence=VN&app_language=vi&timezone_offset=25200&host_abi=arm64-v8a&locale=vi-VN&ac2=unknown&uoo=0&op_region=VN&build_number=45.5.4&region=VN&ts=1787432532&iid=7666226548189447956&device_id=7666223875861513749&openudid=7c627dab0ad9f561&tt'}} data: None
message: {'type': 'send', 'payload': {'t': 'obs', 'ts_wall': 1787432535555, 'slot16': '5f75675f73686f707461625f6e65773d', 'query': 'device_platform=android&os=android&ssmix=a&_rticket=1787432532698&cdid=8f7501bc-7009-47ec-90b8-2b49633a46ab&channel=googleplay&aid=1233&app_name=musical_ly&version_code=450504&version_name=45.5.4&manifest_version_code=2024505040&update_version_code=2024505040&ab_version=45.5.4&resolution=1440*2392&dpi=560&device_type=SM-G930S&device_brand=samsung&language=vi&os_api=34&os_version=14&ac=wifi&is_pad=0&current_region=VN&app_type=normal&sys_region=VN&last_install_time=1784932465&timezone_name=Asia%2FHo_Chi_Minh&residence=VN&app_language=vi&timezone_offset=25200&host_abi=arm64-v8a&locale=vi-VN&ac2=unknown&uoo=0&op_region=VN&build_number=45.5.4&region=VN&ts=1787432532&iid=7666226548189447956&device_id=7666223875861513749&openudid=7c627dab0ad9f561&tt'}} data: None
message: {'type': 'send', 'payload': {'t': 'obs', 'ts_wall': 1787432536239, 'slot16': '00000000000000000000000000000000', 'query': '_unused=0&ad_area=1440x2294&sdk_version=2013656&os_api=34&device_platform=android&os_version=14&display_density=1440x2560&dpi=560&device_brand=samsung&device_type=SM-G930S&bh=478&display_dpi=560&density=3.5&ac=wifi&channel=googleplay&aid=1233&app_name=musical_ly&update_version_code=2024505040&version_name=45.5.4&manifest_version_code=2024505040&iid=7666226548189447956&device_id=7666223875861513749&tz_name=Asia%2FHo_Chi_Minh&user_period=0&user_region=VN&user_avatar_shrink=96_96&user_mode=1&show_limit=0&stock_revamp=1&refresh_num=19&is_cold_start=1&dst_hertz=0&os=android&ssmix=a&_rticket=1787432534837&version_code=450504&ab_version=45.5.4&resolution=1440*2392&language=vi&is_pad=0&current_region=VN&app_type=normal&sys_region=VN&last_install_time=1784932465&timezone_name=Asia%2FHo_Chi_Minh&residence=VN&app_language=vi&timezone_offset=25200&host_abi=arm64-v8a&locale=vi-VN&ac2=wifi5g&uoo=0&op_region=VN&build_number=45.5.4&region=VN&ts=1787432534'}} data: None
message: {'type': 'send', 'payload': {'t': 'obs', 'ts_wall': 1787432536539, 'slot16': '00000000000000000000000000000000', 'query': '_unused=0&ad_area=1440x2294&sdk_version=2013656&os_api=34&device_platform=android&os_version=14&display_density=1440x2560&dpi=560&device_brand=samsung&device_type=SM-G930S&bh=478&display_dpi=560&density=3.5&ac=wifi&channel=googleplay&aid=1233&app_name=musical_ly&update_version_code=2024505040&version_name=45.5.4&manifest_version_code=2024505040&iid=7666226548189447956&device_id=7666223875861513749&tz_name=Asia%2FHo_Chi_Minh&user_period=0&user_region=VN&user_avatar_shrink=96_96&user_mode=1&show_limit=0&stock_revamp=0&refresh_num=19&is_cold_start=1&dst_hertz=0&os=android&ssmix=a&_rticket=1787432534917&version_code=450504&ab_version=45.5.4&resolution=1440*2392&language=vi&is_pad=0&current_region=VN&app_type=normal&sys_region=VN&last_install_time=1784932465&timezone_name=Asia%2FHo_Chi_Minh&residence=VN&app_language=vi&timezone_offset=25200&host_abi=arm64-v8a&locale=vi-VN&ac2=wifi5g&uoo=0&op_region=VN&build_number=45.5.4&region=VN&ts=1787432534'}} data: None
message: {'type': 'send', 'payload': {'t': 'obs', 'ts_wall': 1787432536861, 'slot16': '00000000000000000000000000000000', 'query': 'item_ids=7657385158831557908%2C7673698430111223060%2C7657961380703636744%2C7659383684641869077%2C7672710398873128213%2C7668161989256137987%2C7676855716052864278%2C7665777475489664263%2C7657173780531399943%2C7669812989117173000&device_platform=android&os=android&ssmix=a&_rticket=1787432535776&channel=googleplay&aid=1233&app_name=musical_ly&version_code=450504&version_name=45.5.4&manifest_version_code=2024505040&update_version_code=2024505040&ab_version=45.5.4&resolution=1440*2392&dpi=560&device_type=SM-G930S&device_brand=samsung&language=vi&os_api=34&os_version=14&ac=wifi&is_pad=0&current_region=VN&app_type=normal&sys_region=VN&last_install_time=1784932465&timezone_name=Asia%2FHo_Chi_Minh&residence=VN&app_language=vi&timezone_offset=25200&host_abi=arm64-v8a&locale=vi-VN&ac2=wifi5g&uoo=0&op_region=VN&build_number=45.5.4&region=VN&ts=1787432535&iid=7666226548189447956&device_id=7666223875861513749'}} data: None
message: {'type': 'send', 'payload': {'t': 'obs', 'ts_wall': 1787432537155, 'slot16': '00000000000000000000000000000000', 'query': 'device_platform=android&os=android&ssmix=a&_rticket=1787432536053&channel=googleplay&aid=1233&app_name=musical_ly&version_code=450504&version_name=45.5.4&manifest_version_code=2024505040&update_version_code=2024505040&ab_version=45.5.4&resolution=1440*2392&dpi=560&device_type=SM-G930S&device_brand=samsung&language=vi&os_api=34&os_version=14&ac=wifi&is_pad=0&current_region=VN&app_type=normal&sys_region=VN&last_install_time=1784932465&timezone_name=Asia%2FHo_Chi_Minh&residence=VN&app_language=vi&timezone_offset=25200&host_abi=arm64-v8a&locale=vi-VN&ac2=wifi5g&uoo=0&op_region=VN&build_number=45.5.4&region=VN&ts=1787432536&iid=7666226548189447956&device_id=7666223875861513749'}} data: None
message: {'type': 'send', 'payload': {'t': 'obs', 'ts_wall': 1787432538284, 'slot16': 'c52bb3f3b3d2af28cc6667d6a2887797', 'query': 'device_platform=android&os=android&ssmix=a&_rticket=1787432535658&channel=googleplay&aid=1233&app_name=musical_ly&version_code=450504&version_name=45.5.4&manifest_version_code=2024505040&update_version_code=2024505040&ab_version=45.5.4&resolution=1440*2392&dpi=560&device_type=SM-G930S&device_brand=samsung&language=vi&os_api=34&os_version=14&ac=wifi&is_pad=0&current_region=VN&app_type=normal&sys_region=VN&last_install_time=1784932465&timezone_name=Asia%2FHo_Chi_Minh&residence=VN&app_language=vi&timezone_offset=25200&host_abi=arm64-v8a&locale=vi-VN&ac2=wifi5g&uoo=0&op_region=VN&build_number=45.5.4&region=VN&ts=1787432535&iid=7666226548189447956&device_id=7666223875861513749'}} data: None
message: {'type': 'send', 'payload': {'t': 'obs', 'ts_wall': 1787432538566, 'slot16': '00000000000000000000000000000000', 'query': 'target_uid=7548805506769470465&packed_level=2&sec_target_uid=MS4wLjABAAAAaBbDgBBgFExc-Ortxybvj7Q6VhVHyAKut46scYKr_UHEWRpnBWVK9TJeIQnfAirv&request_from_type=UserCenter_init&device_platform=android&os=android&ssmix=a&_rticket=1787432536428&channel=googleplay&aid=1233&app_name=musical_ly&version_code=450504&version_name=45.5.4&manifest_version_code=2024505040&update_version_code=2024505040&ab_version=45.5.4&resolution=1440*2392&dpi=560&device_type=SM-G930S&device_brand=samsung&language=vi&os_api=34&os_version=14&ac=wifi&is_pad=0&current_region=VN&app_type=normal&sys_region=VN&last_install_time=1784932465&timezone_name=Asia%2FHo_Chi_Minh&residence=VN&app_language=vi&timezone_offset=25200&host_abi=arm64-v8a&locale=vi-VN&ac2=wifi5g&uoo=0&op_region=VN&build_number=45.5.4&region=VN&ts=1787432536&iid=7666226548189447956&device_id=7666223875861513749&webcast_sdk_version=4460&webcast_language=vi-VN&webcast_locale=vi_VN&effect_sdk_version=21.5.0&current_network_quality_info=%7B%22tcp_rtt%22%3A32%2C%22quic_rtt%22%3A32%2C%22http_rtt%22%3A175%2C%22downstream_throughput_kbps%22%3A1600%2C%22quic_send_loss_rate%22%3A-1%2C%22quic_receive_loss_rate%22%3A-1%2C%22net_effective_connection_type%22%3A4%2C%22video_download_speed%22%3A10247%7D'}} data: None
message: {'type': 'send', 'payload': {'t': 'obs', 'ts_wall': 1787432538939, 'slot16': '1fcde0c25af8cbb66c3757e6e13667c0', 'query': 'os=android&_rticket=1787432536784&is_pad=0&last_install_time=1784932465&host_abi=arm64-v8a&ts=1787432536&ab_version=45.5.4&ac=wifi&ac2=wifi5g&aid=1233&app_language=vi&app_name=musical_ly&app_type=normal&build_number=45.5.4&channel=googleplay&current_region=VN&device_brand=samsung&device_id=7666223875861513749&device_platform=android&device_type=SM-G930S&dpi=560&iid=7666226548189447956&language=vi&locale=vi-VN&manifest_version_code=2024505040&op_region=VN&os_api=34&os_version=14&region=VN&residence=VN&resolution=1440*2392&ssmix=a&sys_region=VN&timezone_name=Asia%2FHo_Chi_Minh&timezone_offset=25200&uoo=0&update_version_code=2024505040&version_code=450504&version_name=45.5.4'}} data: None
